family,size,lr,beta,dpo_step,elapsed_time_sec,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO
qwen3,1.7b,1e-06,0.01,200,1234.7,56.74061433447098,22.22222222222222,34.874905231235786,67.38697470623381,75.29923830250273,47.30731791258,40.24571470365298,51.83333333333333,54.63576158940398,4.814955547216571,727.1469132028778
qwen3,1.7b,1e-06,0.01,400,2469.4,57.16723549488054,23.737373737373737,37.37680060652009,67.50647281418044,75.62568008705114,47.19304311445048,40.60165915326889,55.133333333333326,60.13513513513513,5.776712732873563,792.3907540267903
qwen3,1.7b,1e-06,0.01,600,3704.2,57.76450511945392,20.707070707070702,39.72706595905989,67.66580362477595,75.62568008705114,47.24352352221783,39.82355705084731,58.266666666666666,66.22516556291392,5.3722733193908105,824.879337589205
qwen3,1.7b,1e-06,0.01,800,4938.9,57.5938566552901,23.232323232323232,41.015921152388174,67.67576180043817,75.73449401523395,47.33075755417174,41.83438831190131,58.266666666666666,66.78321678321679,6.011282608004024,819.5562748996696
qwen3,1.7b,1e-06,0.01,1000,6173.6,57.67918088737202,21.71717171717172,42.15314632297195,67.51643098984266,75.68008705114254,47.31209748160815,40.71031529674597,59.23333333333333,68.70748299319727,6.773768844688542,832.6963103322948
qwen3,1.7b,1e-06,0.01,1200,7408.3,57.16723549488054,23.737373737373737,41.16755117513268,67.66580362477595,75.73449401523395,47.37764095269204,39.98091729943217,59.33333333333333,63.60544217687075,6.023257882880414,798.9838837956462
qwen3,1.7b,1e-06,0.01,1400,8643.0,57.76450511945392,21.71717171717172,40.86429112964367,67.79525990838479,75.62568008705114,47.40441334629296,39.21655651449266,58.83333333333333,70.74829931972789,5.722454813612539,791.2415940255275
qwen3,1.7b,1e-06,0.01,1600,9877.7,57.67918088737202,21.21212121212121,41.69825625473844,67.57618004381597,75.84330794341676,47.38754493521216,39.75235707921648,55.23333333333333,68.83116883116884,5.679001299346672,802.5254368586698
qwen3,1.7b,1e-06,0.01,1800,11112.5,57.5938566552901,20.707070707070702,41.9257012888552,67.54630551682932,75.51686615886834,47.33895819778529,39.82605043506784,57.83333333333333,58.333333333333336,6.087313537740224,831.6095274769929
qwen3,1.7b,1e-06,0.01,2000,12347.2,57.508532423208194,20.707070707070702,41.77407126611069,67.59609639514042,75.62568008705114,47.3850730703105,40.21573868446833,60.5,66.11842105263158,5.762843260747009,797.3751567718045
qwen3,1.7b,1e-06,0.01,2031,12538.6,57.5938566552901,19.696969696969692,40.33358605003791,67.54630551682932,75.40805223068553,47.26516381307624,65.92197591280026,58.266666666666666,63.85135135135135,6.037494891639752,854.5315118359919
qwen3,1.7b,1e-06,0.02,200,1228.4,56.8259385665529,21.71717171717172,34.950720242608035,67.3770165305716,75.62568008705114,47.36166358856151,40.41930965394043,55.46666666666667,56.9078947368421,4.155658162477762,801.44180380895
qwen3,1.7b,1e-06,0.02,400,2456.7,57.08191126279864,22.727272727272727,37.37680060652009,67.61601274646485,75.78890097932536,47.34722140973195,41.13745971799271,55.9,60.738255033557046,5.014910320631731,779.8867025130045
qwen3,1.7b,1e-06,0.02,600,3685.1,57.33788395904437,21.71717171717172,39.27217589082638,67.58613821947819,75.68008705114254,47.3403747795318,40.12581062691436,56.16666666666666,59.45945945945946,5.955979820875958,776.0720822547881
qwen3,1.7b,1e-06,0.02,800,4913.5,57.84982935153583,22.22222222222222,41.16755117513268,67.69567815176259,75.40805223068553,47.43539361943038,40.52547241319699,57.46666666666666,65.23178807947019,5.607003052315947,837.1340772043526
qwen3,1.7b,1e-06,0.02,1000,6141.8,57.25255972696246,22.22222222222222,40.56103108415466,67.71559450308703,75.73449401523395,47.43629642871172,40.52048564475591,55.3,65.23178807947019,5.676340501375362,793.0686711312912
qwen3,1.7b,1e-06,0.02,1200,7370.2,57.423208191126285,23.232323232323232,41.39499620924943,67.59609639514042,75.78890097932536,47.40734261989565,40.47926169230974,57.66666666666666,67.43421052631578,6.119511889033031,840.1005883062783
qwen3,1.7b,1e-06,0.02,1400,8598.6,57.5938566552901,22.727272727272727,41.24336618650493,67.43676558454491,75.62568008705114,47.39520317768366,40.57417651830476,58.7,65.33333333333333,5.820692742287893,803.9638628899376
qwen3,1.7b,1e-06,0.02,1600,9827.0,57.25255972696246,21.71717171717172,41.31918119787718,67.67576180043817,75.68008705114254,47.30697063616744,39.01547892924109,59.5,70.52980132450331,6.0040681060277805,809.6843867722997
qwen3,1.7b,1e-06,0.02,1800,11055.3,57.67918088737202,21.21212121212121,42.0773313115997,67.60605457080263,75.51686615886834,47.41922548419532,40.557941816602174,59.6,69.33333333333334,6.261545394426249,813.3035689188825
qwen3,1.7b,1e-06,0.02,2000,12283.7,57.508532423208194,22.727272727272727,41.84988627748294,67.69567815176259,75.40805223068553,47.39856202173208,41.679521447536985,59.86666666666667,68.83116883116884,5.762694648849291,806.3375989621456
qwen3,1.7b,1e-06,0.02,2031,12474.1,57.33788395904437,21.21212121212121,41.84988627748294,67.65584544911373,75.73449401523395,47.50910793225431,65.34744477985079,58.2,65.2027027027027,6.019987427367459,815.4523458407135
qwen3,1.7b,1e-06,0.04,200,1235.9,57.08191126279864,23.232323232323232,34.42001516300228,67.34714200358495,75.46245919477693,47.35078652706834,40.626648404012464,51.23333333333333,56.333333333333336,4.999794575025382,746.4058345528723
qwen3,1.7b,1e-06,0.04,400,2471.9,57.16723549488054,23.232323232323232,38.28658074298711,67.57618004381597,75.1360174102285,47.29619181928549,40.860195392669226,55.8,62.903225806451616,4.926347067383874,808.5130063036171
qwen3,1.7b,1e-06,0.04,600,3707.8,57.508532423208194,23.232323232323232,39.57543593631539,67.65584544911373,75.46245919477693,47.26394356426257,41.67076689849599,59.16666666666666,63.1578947368421,5.932386511710762,825.1549246581271
qwen3,1.7b,1e-06,0.04,800,4943.7,57.423208191126285,23.232323232323232,40.78847611827142,67.5363473411671,75.40805223068553,47.43805867015536,39.65494886900092,59.6,63.90728476821192,5.6169047404978665,794.3094004921938
qwen3,1.7b,1e-06,0.04,1000,6179.6,57.33788395904437,22.22222222222222,40.40940106141016,67.61601274646485,75.35364526659413,47.50045911465668,40.49300300979179,59.76666666666666,65.359477124183,6.264677478559364,807.8175272262567
