family,size,lr,beta,dpo_step,elapsed_time_sec,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO,Z-Static,Z-Dynamic,Z-All,Z-Macro
llama,1b,1e-06,0.02,1400,4791.3,39.84641638225256,28.78787878787879,15.011372251705838,66.19199362676757,75.24483133841132,41.7125451596272,51.34903168038583,48.7,65.95744680851064,0.0818823179688249,593.316628501055,-0.2977347108512726,-1.0822150118749378,-0.5830002748598783,-0.6899748613631053
llama,1b,1e-06,0.02,1600,5475.7,40.01706484641638,27.77777777777778,15.5420773313116,66.00278828918542,75.0272034820457,41.70012823655232,51.08301528832386,49.36666666666667,67.8082191780822,0.0846634164343703,597.3204470407798,-0.5986419451106685,-0.9479744974501472,-0.7256719641432062,-0.7733082212804079
llama,1b,1e-06,0.02,1800,6160.2,39.93174061433447,29.29292929292929,15.5420773313116,66.17207727544314,75.0272034820457,41.67793043254101,50.42980403108197,48.56666666666666,66.89655172413794,0.0541097012219433,622.0301667131849,-0.4145369942273443,-0.7972108664676492,-0.5536911295874551,-0.6058739303474967
llama,1b,1e-06,0.02,2000,6844.7,40.44368600682594,27.77777777777778,15.08718726307809,66.07249551882094,75.0816104461371,41.68944855775803,50.464766818707695,46.6,66.88741721854305,0.1393111664685868,583.2847974865101,-0.5564494838180408,-1.365794541564484,-0.8507567775440201,-0.9611220126912624
llama,1b,1e-06,0.02,2031,6950.8,40.01706484641638,27.77777777777778,15.238817285822591,66.08245369448316,75.1904243743199,41.65658673121542,50.90814594165703,48.133333333333326,64.04109589041096,0.200072480885302,573.4047791392829,-0.4297935162101844,-1.201296416503718,-0.7103400254078331,-0.8155449663569513
llama,1b,1e-06,0.04,200,683.9,39.93174061433447,28.28282828282828,14.025777103866568,64.91734714200359,75.0272034820457,41.109938396498144,54.20667163127169,50.03333333333333,59.539473684210535,0.0630718950608985,577.6927622334,-0.45477497461821,-0.2546269839437369,-0.3819938871002198,-0.3547009792809735
llama,1b,1e-06,0.04,400,1367.7,39.84641638225256,27.77777777777778,14.859742228961334,65.4052977494523,75.0272034820457,41.3553637729018,52.78411282064921,49.86666666666666,60.06711409395973,0.0844961922716466,584.3518594713818,-0.7266082147211488,-0.7658735528552243,-0.7408865194971761,-0.7462408837881865
llama,1b,1e-06,0.04,600,2051.6,40.358361774744026,28.78787878787879,14.70811220621683,65.73391754630552,75.29923830250273,41.57721680205709,51.697495977340125,47.03333333333333,62.5,0.0962065592644899,581.204374691029,-0.4217022390252637,-1.2738925309801918,-0.731589617917965,-0.8477973850027278
llama,1b,1e-06,0.04,800,2735.4,40.1023890784983,27.77777777777778,15.314632297194844,65.85341565425215,75.0272034820457,41.69924779405888,51.55138366201678,47.46666666666667,64.42953020134227,0.1195287801778149,586.3239043292643,-0.4633507402009012,-1.2063287942461458,-0.7335245780355355,-0.8348397672235235
llama,1b,1e-06,0.04,1000,3419.3,39.76109215017065,28.78787878787879,15.314632297194844,65.85341565425215,75.35364526659413,41.66640823328884,51.15670864417523,48.89999999999999,60.8843537414966,0.1657874877510418,545.0102954278643,-0.371162218621841,-1.5680487777912429,-0.8063936946834417,-0.969605498206542
llama,1b,1e-06,0.04,1200,4103.1,40.01706484641638,26.767676767676768,14.935557240333583,66.0426209918343,75.24483133841132,41.69416014607957,50.29117186842024,49.36666666666666,62.41379310344828,0.0543023441856881,595.2922470587031,-0.4882677402764552,-1.2077339424926914,-0.7498918138096319,-0.8480008413845733
llama,1b,1e-06,0.04,1400,4787.0,40.01706484641638,27.27272727272727,14.935557240333583,66.06253734315874,75.0272034820457,41.60035205094107,49.8040754088042,48.06666666666666,66.89655172413794,0.0980321986848345,592.2730002135352,-0.6721558855763228,-1.0267612168487186,-0.8011032787662848,-0.8494585512125207
llama,1b,1e-06,0.04,1600,5470.8,40.1877133105802,27.77777777777778,15.921152388172857,66.01274646484764,75.1360174102285,41.68230430034664,50.80575096300039,50.4,65.3061224489796,0.1593758201524787,588.1930552792691,-0.4752505378039466,-1.2440368919195477,-0.7548092120278014,-0.8596437148617471
llama,1b,1e-06,0.04,1800,6154.7,39.84641638225256,29.29292929292929,14.859742228961334,65.85341565425215,75.1904243743199,41.67129776754607,50.01390754309676,48.7,67.9054054054054,0.1021595948378447,586.6076575154682,-0.5023879939180855,-1.0375467400026896,-0.6969911743124871,-0.7699673669603876
llama,1b,1e-06,0.04,2000,6838.5,39.76109215017065,28.28282828282828,15.769522365428356,66.0426209918343,75.24483133841132,41.72077137291302,50.30740657012282,50.36666666666667,64.28571428571429,0.1447458723619988,587.168178646897,-0.5072118836197416,-1.3066645953912128,-0.7979219606275493,-0.9069382395054773
llama,1b,1e-06,0.04,2031,6944.5,39.76109215017065,27.77777777777778,15.390447308567095,66.0426209918343,75.0816104461371,41.73143112971404,51.52140764283213,49.5,59.72222222222222,0.1016614798868459,587.8013738680463,-0.4663108711452791,-1.249627400057363,-0.7511532452951278,-0.857969135601321
llama,1b,2e-06,0.01,200,682.9,39.93174061433447,26.262626262626267,14.556482183472328,65.70404301931886,75.24483133841132,41.53659760233892,50.72707083870797,47.9,61.40939597315436,0.0578699904666505,562.321801975151,-0.476331179642239,-0.5726075644062089,-0.5113407741018644,-0.524469372024224
llama,1b,2e-06,0.01,400,1365.7,40.52901023890784,29.29292929292929,15.769522365428356,67.09818761202948,75.1904243743199,42.51023956786579,47.03636351547228,51.73333333333333,67.62589928057554,0.2808254170252122,610.2492864789283,0.1114970481431996,-0.0762356800174478,0.0432306015393278,0.0176306840628758
llama,1b,2e-06,0.01,600,2048.6,40.27303754266212,30.303030303030305,16.224412433661865,67.51643098984266,75.51686615886834,42.92249551142589,47.15000642739044,54.86666666666666,79.64285714285714,0.9204430717107752,626.18416090395,0.3680934573538948,0.7324514115428832,0.5005872588771633,0.550272434448389
llama,1b,2e-06,0.01,800,2731.4,40.69965870307167,28.28282828282828,15.769522365428356,67.69567815176259,75.29923830250273,43.03342025977115,47.61588141686281,60.36666666666666,67.53731343283582,1.462506781542684,613.9191558732696,0.2913372293611976,0.3735783044601929,0.3212430748517413,0.3324577669106953
llama,1b,2e-06,0.01,1000,3414.3,41.12627986348123,27.27272727272727,16.603487490523122,67.70563632742481,75.51686615886834,43.03927819744317,47.17499567813401,58.766666666666666,72.10144927536231,1.1848720980398766,660.4289790425655,0.3276561197515437,0.7066307932736249,0.4654650919413914,0.5171434565125843
llama,1b,2e-06,0.01,1200,4097.2,40.95563139931741,28.78787878787879,16.52767247915087,67.68571997610037,75.29923830250273,43.18808681038649,46.38813902667146,59.96666666666666,68.61313868613139,1.1501058132100894,605.4448575662936,0.4388164615174682,0.1535516254452643,0.3350837938548486,0.2961840434813663
llama,1b,2e-06,0.01,1400,4780.0,41.12627986348123,29.29292929292929,16.67930250189538,67.72555267874925,75.40805223068553,43.15350818748689,46.61171247844608,59.93333333333333,71.22302158273382,0.9456890960550792,640.7486348206261,0.5442751165479065,0.6349127049427091,0.5772342396005621,0.5895939107453079
llama,1b,2e-06,0.01,1600,5462.9,40.870307167235495,29.7979797979798,17.134192570128885,67.69567815176259,75.46245919477693,43.184736767428255,47.17748906235455,59.23333333333333,71.69117647058823,1.3909619464146892,652.7349419610875,0.5245213968489657,1.2118230752386028,0.7744492798997428,0.8681722360437842
llama,1b,2e-06,0.01,1800,6145.7,40.870307167235495,30.80808080808081,17.058377558756636,67.61601274646485,75.51686615886834,43.13776590477701,45.13917516633643,60.0,67.73049645390071,1.375589461399331,653.8091151475126,0.4226515194729691,0.656747846366281,0.5077774565250824,0.539699682919625
llama,1b,2e-06,0.01,2000,6828.6,41.12627986348123,29.7979797979798,17.437452615617893,67.64588727345149,75.46245919477693,43.106591109545,47.65959875352952,59.16666666666666,67.3913043478261,1.2626065404701754,646.5841974627057,0.5632494567841942,0.4643735954263625,0.5272945981086191,0.5138115261052784
llama,1b,2e-06,0.01,2031,6934.5,40.52901023890784,29.7979797979798,16.603487490523122,67.60605457080263,75.68008705114254,43.12738559357928,48.6662610761668,59.83333333333333,71.12676056338029,1.5290467785066428,619.3866648873511,0.6210413155809352,0.5871901682792163,0.6087318074712192,0.6041157419300758
llama,1b,2e-06,0.02,200,684.0,39.84641638225256,27.77777777777778,14.859742228961334,65.76379207329217,75.51686615886834,41.46061367726785,52.7241607822799,49.633333333333326,61.37931034482759,0.193481215647778,589.8795671987012,0.0204200553746161,0.1235077580909966,0.0579064927260272,0.0719639067328063
llama,1b,2e-06,0.02,400,1368.0,40.44368600682594,28.28282828282828,16.83093252463988,66.74965146385182,75.57127312295974,42.46560093102545,47.627129350124335,52.43333333333333,68.38235294117648,0.3095804346409351,609.2857510680225,0.4205527866947217,-0.006554677334542,0.2652409815931713,0.2069990546800898
llama,1b,2e-06,0.02,600,2052.1,40.95563139931741,27.77777777777778,16.67930250189538,67.07827126070504,75.40805223068553,42.78526081032472,47.67832683945264,56.766666666666666,71.11111111111111,0.550776182700624,628.3762126308418,0.1956628630711867,0.3035226056495984,0.2348845876451545,0.2495927343603925
llama,1b,2e-06,0.02,800,2736.1,40.78498293515359,28.78787878787879,16.67930250189538,67.3770165305716,75.68008705114254,42.88805318887451,45.517615482475385,56.43333333333333,71.42857142857143,0.4523303125160228,602.9216204716218,0.5087575658581658,-0.0285120693302002,0.3133867894260327,0.2401227482639827
llama,1b,2e-06,0.02,1000,3420.1,40.69965870307167,30.80808080808081,17.210007581501138,67.34714200358495,75.24483133841132,42.97287747946441,45.060495042044,57.56666666666666,76.83823529411765,0.4129211873836962,627.6926367124486,0.24240843738902,0.3651412326161181,0.2870385447443284,0.3037748350025691
llama,1b,2e-06,0.02,1200,4104.1,40.69965870307167,29.29292929292929,17.058377558756636,67.25751842262497,75.29923830250273,42.89477233156574,46.45933899830228,58.0,75.35714285714286,0.5502937545789546,605.8715529976273,0.3460392831072307,0.2290626688242112,0.30350233245886,0.287550975965721
llama,1b,2e-06,0.02,1400,4788.1,40.69965870307167,28.78787878787879,16.83093252463988,67.32722565226051,75.35364526659413,42.9583447985804,48.12170596240198,57.66666666666666,75.0,0.4975246682001205,651.7283614815453,0.3851629783913147,0.8603769004044657,0.5579680409415514,0.6227699393978903
llama,1b,2e-06,0.02,1600,5472.2,40.69965870307167,28.78787878787879,16.90674753601213,67.40689105755825,75.57127312295974,42.96887209576275,48.08674317477626,57.86666666666666,71.07142857142857,0.6810355662339183,615.9040176943431,0.4249419334791738,0.3434319919980547,0.3953019547587669,0.3841869627386143
llama,1b,2e-06,0.02,1800,6156.2,40.870307167235495,28.78787878787879,16.982562547384383,67.38697470623381,75.78890097932536,42.99059061127115,47.112550255544186,57.79999999999999,72.79411764705883,0.5995224843721502,622.483635653865,0.4626006901370575,0.5391326721293916,0.4904305017706335,0.5008666811332246
llama,1b,2e-06,0.02,2000,6840.2,40.95563139931741,30.303030303030305,16.67930250189538,67.30730930093607,75.68008705114254,43.01075457092611,48.31530339499196,57.86666666666666,75.53956834532374,0.7191628913625615,598.9492068062552,0.5860586437383014,0.2468686767675083,0.462716837567104,0.4164636602529049
llama,1b,2e-06,0.02,2031,6946.2,40.95563139931741,29.29292929292929,16.45185746777862,67.38697470623381,75.51686615886834,42.89530897385889,47.38981458086765,57.7,76.73611111111111,0.7461958511768789,583.679587392942,0.4074566037361571,0.1961509481809216,0.3306181835342533,0.3018037759585394
llama,1b,2e-06,0.04,200,683.4,39.76109215017065,27.27272727272727,14.859742228961334,65.8334993029277,75.57127312295974,41.495491576887176,51.05303926913921,48.96666666666667,59.93150684931506,0.1464403608443203,545.3797451585582,-0.1198244959565769,-0.562008525995415,-0.2806186886979725,-0.3409165109759959
llama,1b,2e-06,0.04,400,1366.8,40.1023890784983,28.28282828282828,16.982562547384383,66.37124078868752,75.46245919477693,42.11605554794523,49.85028612969145,50.6,67.02127659574468,0.1837256198066757,623.2175734922323,0.2815011428265297,-0.1027716690134291,0.1417655748847265,0.0893647369065503
llama,1b,2e-06,0.04,600,2050.1,40.69965870307167,28.78787878787879,16.67930250189538,66.57040430193189,75.1904243743199,42.38238251104168,49.13961621830077,55.86666666666666,65.10791366906474,0.3660038841084608,608.0173458334845,0.033943873428674,-0.3366661151657427,-0.1008233951511138,-0.1513611208685343
llama,1b,2e-06,0.04,800,2733.5,40.44368600682594,28.28282828282828,16.376042456406367,66.76956781517626,75.46245919477693,42.55954103001585,48.16043653062763,54.73333333333333,69.06474820143885,0.3818107003610769,618.884190868816,0.2089562113617133,-0.0855265611011507,0.1018715668297627,0.0617148251302813
llama,1b,2e-06,0.04,1000,3416.9,40.1877133105802,30.303030303030305,17.437452615617893,66.91894045010955,75.78890097932536,42.604315102815605,47.08756100480059,56.8,69.71830985915493,0.3485879810739071,627.0791137358425,0.3650044388171237,-0.0366582802616483,0.2189452682430247,0.1641730792777376
llama,1b,2e-06,0.04,1200,4100.3,40.69965870307167,26.767676767676768,17.437452615617893,66.86914957179845,75.35364526659413,42.67169878008374,47.89563912640682,56.53333333333333,69.93006993006993,0.5366584396922258,613.4351468633125,0.1828633707194273,-0.019658366477005,0.1092191026479974,0.0816025021212111
llama,1b,2e-06,0.04,1400,4783.7,40.27303754266212,28.28282828282828,16.755117513267628,66.90898227444733,75.51686615886834,42.694204046889936,46.20578952734301,55.3,68.97810218978103,0.5100535293372104,625.2709637818367,0.0680337797990549,-0.0662619839612538,0.0191989566134881,0.0008858979189005
llama,1b,2e-06,0.04,1600,5467.1,40.1877133105802,29.7979797979798,16.982562547384383,66.8990240987851,75.51686615886834,42.66078391430421,47.25367580242646,56.9,71.47887323943662,0.5327908505090186,612.9246770900132,0.1676272224691108,0.2395625339980033,0.1937855175705262,0.2035948782335571
llama,1b,2e-06,0.04,1800,6150.4,40.52901023890784,29.29292929292929,16.982562547384383,66.91894045010955,75.35364526659413,42.63327575138577,49.36817643851647,55.56666666666666,67.5,0.3672895256681359,640.8601933239254,0.2276838966997613,-0.0469052960407383,0.1278332811577614,0.0903893003295115
llama,1b,2e-06,0.04,2000,6833.8,40.78498293515359,28.28282828282828,16.90674753601213,66.87910774746067,75.46245919477693,42.67176208297288,48.216620788397016,55.83333333333333,68.92857142857143,0.5914051819399425,624.3435188212895,0.0953897293639996,-0.1107542423980571,0.020428285086888,-0.0076822565170287
llama,1b,2e-06,0.04,2031,6939.7,40.61433447098976,28.78787878787879,16.300227445034114,66.87910774746067,75.51686615886834,42.65066191550277,47.72703094456043,56.56666666666666,69.36619718309859,0.5818259289027455,627.7208737275924,0.1592960218290383,0.1313058454717354,0.1491177758809281,0.1453009336503868
llama,1b,4e-06,0.01,200,683.2,40.61433447098976,27.77777777777778,15.314632297194844,67.27743477394941,75.1360174102285,42.63881192196557,45.95850122120418,49.633333333333326,65.57971014492753,0.5330239493297853,605.7364066640532,0.4642822173725637,1.0425189895637097,0.6745501345329804,0.7534006034681366
llama,1b,4e-06,0.01,400,1366.5,41.46757679180888,26.262626262626267,15.390447308567095,68.20354511053574,75.24483133841132,43.10718966673029,50.889417855733896,62.96666666666666,73.70370370370371,1.6230590614249882,637.3572938361219,0.3766645136841574,1.498287161483161,0.7845272947019769,0.9374758375836592
llama,1b,4e-06,0.01,600,2049.7,42.06484641638225,25.252525252525253,14.63229719484458,68.35291774546903,74.8095756256801,43.31245324740231,52.12591479496624,61.13333333333333,72.3404255319149,2.1408159351000147,637.1161917161277,0.0944949429782569,1.255169409533288,0.5165583853619046,0.6748321762557724
llama,1b,4e-06,0.01,800,2733.0,41.894197952218434,24.24242424242424,14.25322213798332,68.21350328619798,74.70076169749727,43.47689359710801,51.03181779899555,61.86666666666667,75.37878787878788,2.4696519024131525,628.6332349229373,-0.0277066282802165,1.473814060662062,0.5183008949715212,0.7230537161909227
llama,1b,4e-06,0.01,1000,3416.2,42.15017064846416,25.75757575757576,12.282031842304775,68.19358693487352,74.75516866158868,43.549084519690126,51.94855206407887,60.96666666666667,70.83333333333334,2.495765891988553,655.0712145323428,0.1111978031685609,1.1521873544562653,0.4897394581822716,0.6316925788124131
llama,1b,4e-06,0.01,1200,4099.5,42.15017064846416,23.737373737373737,13.798332069749812,68.20354511053574,74.59194776931447,43.51015987291385,51.52140764283213,61.1,74.28571428571429,2.625457707153694,624.0255905451943,0.0996602522753505,1.254525904644976,0.5196113985915779,0.6770930784601632
llama,1b,4e-06,0.01,1400,4782.7,42.06484641638225,24.24242424242424,13.115996967399546,68.1736705835491,74.8095756256801,43.48110639935545,51.715005075422106,62.43333333333333,68.70503597122301,3.0302599241011663,632.4169486406265,0.0913743192141776,1.0388424618320002,0.4359081892570222,0.5651083905230889
llama,1b,4e-06,0.01,1600,5465.9,42.23549488054608,23.232323232323232,13.419257012888552,68.21350328619798,74.9727965179543,43.48093619859591,51.5189142586116,59.56666666666666,69.25925925925925,2.149527918852733,633.993067810897,0.011242847001634,1.0230389137720308,0.3791686894635964,0.5171408803868325
llama,1b,4e-06,0.01,1800,6149.2,42.15017064846416,23.232323232323232,12.054586808188022,68.27325234017127,74.75516866158868,43.56062931668371,50.884431087292825,60.73333333333333,69.20289855072464,2.8895940377745912,641.5474349232115,-0.0416950276494038,1.1702464830187926,0.3990109762299402,0.5642757276846944
llama,1b,4e-06,0.01,2000,6832.4,42.06484641638225,25.75757575757576,13.267626990144048,68.2832105158335,74.8095756256801,43.54314134141355,52.163370966812494,59.46666666666667,68.38235294117648,1.8122251141988803,644.7628055156804,0.1676817721762122,0.7522222328883006,0.3802419397078806,0.4599520025322564
llama,1b,4e-06,0.01,2031,6938.3,41.72354948805461,24.747474747474747,12.357846853677028,68.19358693487352,74.59194776931447,43.56177786060501,51.62757040208867,60.86666666666667,71.58273381294964,2.495657200525787,645.4392598931844,-0.0397928796934827,1.2020996836893487,0.4118044160820923,0.581153401997933
llama,1b,4e-06,0.02,200,682.7,40.52901023890784,26.767676767676768,16.755117513267628,66.94881497709619,75.62568008705114,42.51262726112263,45.13668178211589,54.0,63.12056737588653,0.4753790590090612,609.9969499209282,0.668364356738563,1.394148168911851,0.932285742983395,1.0312562628252069
llama,1b,4e-06,0.02,400,1365.4,40.870307167235495,28.28282828282828,15.08718726307809,67.61601274646485,75.35364526659413,42.80992731110258,50.086326502568745,62.133333333333326,72.42647058823529,1.3218647770339558,640.0157558970905,0.4154671301820166,1.285365145184942,0.7317936810921711,0.8504161376834793
llama,1b,4e-06,0.02,600,2048.1,41.382252559726965,27.27272727272727,14.101592115238818,67.92471619199362,75.0272034820457,42.92942783938799,53.15130520352665,61.66666666666666,70.71428571428572,1.5455254838558132,632.8862122303908,0.1304042083446097,0.926710603172869,0.4199701701003402,0.5285574057587394
llama,1b,4e-06,0.02,800,2730.7,41.29692832764505,26.262626262626267,15.314632297194844,67.99442342162916,75.0272034820457,43.09998935169657,50.16628102324056,61.03333333333333,71.11111111111111,0.9449282348214136,648.4271869172779,0.2325989023765192,0.8876856675223685,0.4708122715204645,0.5601422849494438
llama,1b,4e-06,0.02,1000,3413.4,41.72354948805461,24.747474747474747,13.798332069749812,67.98446524596694,75.0816104461371,43.18305331079905,51.53514896031419,59.8,68.51851851851852,1.5717994323262268,646.208678354447,0.1163907536096596,0.6132715600719452,0.2970746832323088,0.3648311568408023
llama,1b,4e-06,0.02,1200,4096.1,41.72354948805461,24.747474747474747,13.191811978771796,67.89484166500696,74.8639825897715,43.08823882171089,49.72040851607069,57.96666666666667,68.75,1.680240098793499,649.7230574067341,-0.0891286237299732,0.9034813364792144,0.2718204527097314,0.4071763563746206
llama,1b,4e-06,0.02,1400,4778.8,41.46757679180888,26.262626262626267,13.419257012888552,67.84505078669588,74.64635473340587,43.15678771578656,51.35279946098574,59.266666666666666,69.7841726618705,1.1276933155833846,605.4131942305615,-0.0627584605212211,0.197438270172938,0.0318585324584731,0.0673399048258584
llama,1b,4e-06,0.02,1600,5461.5,41.55290102389079,26.767676767676768,13.419257012888552,68.03425612427803,75.1904243743199,43.11096998101376,52.93149953235194,58.36666666666667,72.26277372262774,1.3707262518990102,611.2837768914194,0.2733017139169877,0.7040680237140714,0.4299440083886546,0.4886848688155295
llama,1b,4e-06,0.02,1800,6144.2,41.80887372013652,25.75757575757576,13.419257012888552,67.88488348934474,74.8639825897715,43.2609269257663,52.50186172688467,59.23333333333333,71.05263157894737,1.3254851790875997,613.3952476114205,0.2037870262953299,0.5411090187667684,0.3264495690122167,0.3724480225310492
llama,1b,4e-06,0.02,2000,6826.8,41.80887372013652,26.767676767676768,12.812736921910538,67.9147580163314,74.75516866158868,43.27382107968808,51.20918052988293,59.03333333333333,71.78571428571429,1.6292311568061164,640.0719990473942,-0.0448923423935001,0.847048437019449,0.2794497592112085,0.4010780473129744
llama,1b,4e-06,0.02,2031,6932.7,41.72354948805461,24.747474747474747,12.736921910538287,67.94463254331806,74.8095756256801,43.213788265846816,52.580541851177095,58.266666666666666,68.32061068702289,2.0969240088475973,640.2919704939325,0.0375269644416375,0.7346309954384609,0.2910193393495733,0.3860789799400492
llama,1b,4e-06,0.04,200,683.1,40.01706484641638,28.78787878787879,16.603487490523122,66.57040430193189,75.40805223068553,42.26276781878671,49.79033409132214,53.86666666666667,65.35714285714286,0.1527679952865498,579.624350190744,0.6764377835645641,0.7090974710585761,0.6883140335623866,0.6927676273115702
llama,1b,4e-06,0.04,400,1366.1,41.21160409556314,28.28282828282828,15.693707354056102,67.11810396335392,75.40805223068553,42.63093038577607,49.77409938961954,62.66666666666666,69.48529411764706,0.6408333598138046,587.8500948902501,0.5044141259309284,0.4837911273066203,0.4969148537039071,0.4941026266187743
llama,1b,4e-06,0.04,600,2049.2,41.21160409556314,29.29292929292929,15.390447308567095,67.31726747659829,75.46245919477693,42.75148754394596,51.39274901705253,61.46666666666667,69.6969696969697,0.8117858954807768,627.4548951022025,0.5384594736403923,0.52816538347835,0.5347161681269224,0.5333124285593711
llama,1b,4e-06,0.04,800,2732.2,41.29692832764505,28.78787878787879,14.404852160727824,67.36705835490937,74.9727965179543,42.64242407300686,52.647974042208,59.46666666666667,74.63235294117648,0.8770280844929116,621.5706141541368,0.245374002869403,0.6909943098973381,0.4074177508795613,0.4681841563833706
llama,1b,4e-06,0.04,1000,3415.3,41.21160409556314,28.28282828282828,15.011372251705838,67.38697470623381,74.8639825897715,42.71968045284731,51.548890277796254,59.1,76.2589928057554,1.1043855599407653,618.9200983750128,0.100617548731148,0.5800072857800428,0.2749410894762006,0.3403124172555954
