family,size,dataset,lr,beta,dpo_step,elapsed_time_sec,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO
qwen3,8b,ultrafeedback_binarized,1e-06,0.04,48,1250.5,67.4914675767918,36.36363636363637,79.83320697498104,78.3608842859988,77.74755168661589,54.848244185517515,86.04657863358112,50.06666666666666,48.717948717948715,12.00061521727329,1053.294923758887
qwen3,8b,ultrafeedback_binarized,1e-06,0.04,96,2500.9,67.57679180887372,36.36363636363637,79.15087187263077,78.5202150965943,78.40043525571274,54.89487259883548,86.71851797674614,48.43333333333333,47.11538461538461,11.925271419928416,1036.550023418419
qwen3,8b,ultrafeedback_binarized,1e-06,0.04,144,3751.4,67.66211604095564,37.37373737373738,79.45413191811978,78.57996415056762,78.18280739934713,55.11083533564965,86.1552347770582,47.233333333333334,58.496732026143796,13.11523805012225,1042.1502513334099
qwen3,8b,ultrafeedback_binarized,1e-06,0.04,192,5001.9,67.66211604095564,39.39393939393939,80.81880212282032,78.58992232622984,78.0195865070729,55.508685512723346,86.33758427638665,50.89999999999999,57.74193548387097,12.996005877532284,1032.1039718680745
qwen3,8b,ultrafeedback_binarized,1e-06,0.04,240,6252.3,68.25938566552901,38.38383838383838,80.74298711144806,78.68950408285203,78.12840043525571,56.05345100186114,86.24516283461216,46.733333333333334,59.41558441558441,14.84111094370629,1060.8544463663386
qwen3,8b,ultrafeedback_binarized,1e-06,0.04,288,7502.8,68.1740614334471,38.38383838383838,80.28809704321456,78.65962955586537,78.0739934711643,56.46466890372126,85.39087399211869,49.53333333333333,57.18954248366013,13.479381883464672,1048.798937467126
qwen3,8b,ultrafeedback_binarized,1e-06,0.04,336,8753.3,68.68600682593856,37.878787878787875,80.89461713419257,78.63971320454093,78.0739934711643,56.63218602340343,86.10653067195042,50.06666666666666,59.47712418300654,14.574120394146147,1044.0346620364546
qwen3,8b,ultrafeedback_binarized,1e-06,0.04,384,10003.7,68.25938566552901,38.88888888888889,80.2122820318423,78.66958773152759,77.9107725788901,56.725137113639036,85.8829572201758,48.56666666666666,60.78431372549019,16.478103454577152,1077.1504896299132
qwen3,8b,ultrafeedback_binarized,1e-06,0.04,432,11254.2,68.25938566552901,38.88888888888889,80.0606520090978,78.6795459071898,77.85636561479869,56.73909714160769,87.2493317730289,48.099999999999994,57.096774193548384,15.826469484790229,1095.853715569902
qwen3,8b,ultrafeedback_binarized,1e-06,0.04,478,12452.6,68.51535836177474,38.88888888888889,81.12206216830933,78.68950408285203,77.9651795429815,56.82193355844281,86.5199337757151,48.2,58.76623376623377,15.48539143899361,1053.0654232957784
