family,size,lr,beta,dpo_step,elapsed_time_sec,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO
qwen3,8b,4e-07,0.01,200,4267.8,68.00341296928327,37.37373737373738,80.2122820318423,78.8388767177853,78.29162132752992,55.54024212277542,77.96202963691893,57.03333333333333,65.13157894736842,15.30149243661536,1076.044619501385
qwen3,8b,4e-07,0.01,400,8535.6,70.4778156996587,36.86868686868687,82.94162244124337,79.65544712208722,78.56365614798693,59.48589667313823,78.08442709787808,74.19999999999999,78.84615384615384,38.05846875389191,1217.8185108074397
qwen3,8b,4e-07,0.01,600,12803.4,,37.87878787878788,85.82259287338894,79.83469428400717,77.85636561479869,62.56151753032445,77.9232990686933,75.76666666666667,85.03184713375796,46.2681279168607,1222.573612568451
qwen3,8b,4e-07,0.01,800,17071.2,,38.38383838383838,85.36770280515542,80.10356502688707,77.74755168661589,63.40810674565836,79.5894338133929,75.26666666666667,85.25641025641025,47.39855117684728,1245.7743674183057
qwen3,8b,4e-07,0.01,1000,21339.0,,39.39393939393939,85.44351781652767,80.07369049990042,77.52992383025027,63.74518567022231,78.19058985713463,74.96666666666667,87.33766233766234,46.84869035521304,1256.8220837410604
qwen3,8b,4e-07,0.01,1200,25606.8,71.160409556314,39.39393939393939,86.12585291887794,80.18323043218483,77.14907508161045,63.96825125522368,77.84212556018032,74.13333333333333,85.48387096774194,46.68064753322474,1250.2883782180377
qwen3,8b,4e-07,0.01,1400,29874.6,,38.88888888888889,86.73237300985596,80.26289583748257,77.52992383025027,64.0513005116982,78.75387305682257,73.8,85.94771241830065,46.70275902989231,1254.3809917553328
qwen3,8b,4e-07,0.01,1600,34142.4,,38.88888888888889,86.42911296436695,80.26289583748257,77.25788900979326,64.13543935025443,77.05028214027666,73.86666666666666,87.57961783439491,46.90328999617917,1249.4156942965365
qwen3,8b,4e-07,0.01,1800,38410.2,,39.39393939393939,86.73237300985596,80.2230631348337,77.25788900979326,64.23506895665663,,74.6,84.4155844155844,47.13061756359031,1258.0427841219248
qwen3,8b,4e-07,0.01,2000,42678.0,,39.39393939393939,86.5049279757392,80.23302131049593,77.36670293797606,64.26545538976818,,72.6,84.93589743589743,47.078673334130784,1254.6062130208795
qwen3,8b,4e-07,0.01,2031,43339.5,71.58703071672356,39.8989898989899,86.88400303260046,80.24297948615813,77.04026115342764,64.29238718230842,86.25014960305325,75.53333333333333,87.5,46.04695258676215,1256.1719585154656
